Student_ID,UnixTime_mean,UnixTime_std,UnixTime_min,UnixTime_max,Delta_TP9_mean,Delta_TP9_std,Delta_TP9_min,Delta_TP9_max,Delta_AF7_mean,Delta_AF7_std,Delta_AF7_min,Delta_AF7_max,Delta_AF8_mean,Delta_AF8_std,Delta_AF8_min,Delta_AF8_max,Delta_TP10_mean,Delta_TP10_std,Delta_TP10_min,Delta_TP10_max,Theta_TP9_mean,Theta_TP9_std,Theta_TP9_min,Theta_TP9_max,Theta_AF7_mean,Theta_AF7_std,Theta_AF7_min,Theta_AF7_max,Theta_AF8_mean,Theta_AF8_std,Theta_AF8_min,Theta_AF8_max,Theta_TP10_mean,Theta_TP10_std,Theta_TP10_min,Theta_TP10_max,Alpha_TP9_mean,Alpha_TP9_std,Alpha_TP9_min,Alpha_TP9_max,Alpha_AF7_mean,Alpha_AF7_std,Alpha_AF7_min,Alpha_AF7_max,Alpha_AF8_mean,Alpha_AF8_std,Alpha_AF8_min,Alpha_AF8_max,Alpha_TP10_mean,Alpha_TP10_std,Alpha_TP10_min,Alpha_TP10_max,Beta_TP9_mean,Beta_TP9_std,Beta_TP9_min,Beta_TP9_max,Beta_AF7_mean,Beta_AF7_std,Beta_AF7_min,Beta_AF7_max,Beta_AF8_mean,Beta_AF8_std,Beta_AF8_min,Beta_AF8_max,Beta_TP10_mean,Beta_TP10_std,Beta_TP10_min,Beta_TP10_max,Gamma_TP9_mean,Gamma_TP9_std,Gamma_TP9_min,Gamma_TP9_max,Gamma_AF7_mean,Gamma_AF7_std,Gamma_AF7_min,Gamma_AF7_max,Gamma_AF8_mean,Gamma_AF8_std,Gamma_AF8_min,Gamma_AF8_max,Gamma_TP10_mean,Gamma_TP10_std,Gamma_TP10_min,Gamma_TP10_max,RAW_TP9_mean,RAW_TP9_std,RAW_TP9_min,RAW_TP9_max,RAW_AF7_mean,RAW_AF7_std,RAW_AF7_min,RAW_AF7_max,RAW_AF8_mean,RAW_AF8_std,RAW_AF8_min,RAW_AF8_max,RAW_TP10_mean,RAW_TP10_std,RAW_TP10_min,RAW_TP10_max,AUX_RIGHT_mean,AUX_RIGHT_std,AUX_RIGHT_min,AUX_RIGHT_max,Accelerometer_X_mean,Accelerometer_X_std,Accelerometer_X_min,Accelerometer_X_max,Accelerometer_Y_mean,Accelerometer_Y_std,Accelerometer_Y_min,Accelerometer_Y_max,Accelerometer_Z_mean,Accelerometer_Z_std,Accelerometer_Z_min,Accelerometer_Z_max,Gyro_X_mean,Gyro_X_std,Gyro_X_min,Gyro_X_max,Gyro_Y_mean,Gyro_Y_std,Gyro_Y_min,Gyro_Y_max,Gyro_Z_mean,Gyro_Z_std,Gyro_Z_min,Gyro_Z_max,HeadBandOn_mean,HeadBandOn_std,HeadBandOn_min,HeadBandOn_max,HSI_TP9_mean,HSI_TP9_std,HSI_TP9_min,HSI_TP9_max,HSI_AF7_mean,HSI_AF7_std,HSI_AF7_min,HSI_AF7_max,HSI_AF8_mean,HSI_AF8_std,HSI_AF8_min,HSI_AF8_max,HSI_TP10_mean,HSI_TP10_std,HSI_TP10_min,HSI_TP10_max,Battery_mean,Battery_std,Battery_min,Battery_max,QuestionKey_mean,QuestionKey_std,QuestionKey_min,QuestionKey_max,Elements_mean,Elements_std,Elements_min,Elements_max
9,1676375366.1639593,318.5244540059346,1676374814.638,1676375921.241,0.8249024857544086,0.47980076400246746,-0.49655226,2.0950003,-inf,,-inf,2.0302875,0.6350490966858672,0.4698317975283426,-0.8565086,2.034163,0.6992855703216028,0.49980879832402625,-0.5813419,1.9136419,0.5426008351302503,0.39025290375751837,-0.91745144,1.6688806,-inf,,-inf,1.6399934,0.30614225622002567,0.43656869148442506,-0.90477693,1.6197318,0.44139328572294073,0.4192680581876415,-0.683273,1.5638694,0.6908602848895511,0.33192678568711376,-0.36219025,1.5261718,-inf,,-inf,1.369407,0.4170194948331442,0.34140812633166295,-0.580312,1.3291435,0.622785151147564,0.3562432145362169,-0.4389539,1.4832668,0.4800820573963308,0.16991940297994987,-0.11376319,1.1165196,-inf,,-inf,1.2146642,0.6615639262031794,0.18170800375430632,0.0,1.2527089,0.4483540640973283,0.17766969963753126,-0.083951026,1.1733327,0.20381806936426897,0.16197174808746484,-0.33615422,0.8708142,-inf,,-inf,1.0891535,0.6408041424106621,0.21593731044392234,-0.19898142,1.5038689,0.20672260837532497,0.2012667355453706,-0.39178547,1.3110178,841.3107311297949,131.7390906688942,0.0,1650.0,857.2523875728772,149.66885157502378,0.0,1650.0,842.8375213932088,134.51590020843608,0.0,1650.0,846.1679191666589,134.34567601848593,0.0,1650.0,850.6546439027984,53.58551577300692,0.0,1650.0,-0.2124494164177557,0.11909741609279259,-1.5308837890625,0.510009765625,0.20118345805235383,0.06605133876569823,-1.05987548828125,1.4229736328125,0.9541728661911291,0.06361403043988807,-0.4974365234375,1.4271240234375,-0.34078432540897635,6.043093088712337,-178.76296997070312,239.5269775390625,2.48356969074121,6.059563702063127,-184.10888671875,147.60711669921875,4.028910349945926,5.322879702968961,-197.1185302734375,158.65036010742188,0.994084140626392,0.07668689227348875,0.0,1.0,1.0939320864095603,0.410576253745209,1.0,4.0,1.0792938982305877,0.4806687779412624,1.0,4.0,1.0888685621967082,0.483772247815215,1.0,4.0,1.1028623018394996,0.4466523064882066,1.0,4.0,45.23326750256888,0.9354304948305583,43.61,46.84,,,,,,,,
10,1677154356.2307065,3.6670779031236744,1677154349.955,1677154362.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.809779925799,513.19353729546,0.0,1650.0,883.2043346752577,475.95606595724314,131.75824,1628.2417,521.5667175866495,526.5521120363618,0.0,1650.0,485.66624145871134,510.8277231960304,0.0,1650.0,822.7769240645104,525.4367325106746,0.0,1648.3883,0.3076822339873953,0.0005627122754393616,0.30609130859375,0.30950927734375,-0.016068763339642397,0.0009469601919963541,-0.01910400390625,-0.013427734375,0.9579942211662371,0.0005376936074884284,0.95648193359375,0.95965576171875,-0.35682481588776577,0.04576424583712029,-0.456085205078125,-0.246734619140625,2.556491694499537,0.032879220440602104,2.459869384765625,2.639312744140625,4.147452088975415,0.02544642693514722,4.059906005859375,4.2169189453125,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,63.68402577319589,0.012178502042877418,63.66,63.7,,,,,,,,
11,1676894275.6216204,326.0101313072541,1676893711.0579998,1676894840.214,0.6939205056770378,0.3871976587034306,-0.25620243,1.7963787,0.3328585673813106,0.4740437579044817,-0.84534496,2.0018818,0.3444411833356909,0.45406834744044233,-5.810428,1.7616885,0.6928270977577966,0.41010653493521065,-0.40755588,2.1726203,0.640457097954925,0.2763115694139351,-0.4982126,1.570192,0.15133803046761962,0.3462871840231477,-0.8265874,1.5874367,0.14900825641633808,0.3627536801702375,-6.193337,1.2405893,0.6147495230057559,0.2977832675390639,-0.32521805,1.503546,0.8427031455548286,0.23365874272548418,-0.08932103,1.4673885,0.2545426509121815,0.28400791696480693,-0.7199607,1.4140362,0.23936234205444332,0.31469280284273843,-5.4649043,1.3267566,0.7762531026167541,0.2510633523701437,-0.25512978,1.4025098,0.4987186085261625,0.14849990016633247,0.029463554,1.4437816,0.03613327059008011,0.173954540229556,-0.45050174,1.2619797,0.1728082164061776,0.274449778505996,-5.5947876,1.2279627,0.5322077657360237,0.12763160782429042,0.026590081,1.3356268,0.03867832438000084,0.214763921496582,-0.47857335,1.6209364,-0.16470413794312888,0.28190302987202315,-0.91857916,1.4435349,-0.0494930965414579,0.3425233805699261,-5.6716967,1.3912947,0.18809694520322998,0.15577380526816773,-0.29348752,1.399869,848.3148622593034,37.79348270946196,0.0,1650.0,854.0615083490604,30.011465132362307,0.0,1650.0,852.1046574946286,45.229519865640306,0.0,1650.0,842.7191367597632,48.98357053197083,0.0,1650.0,851.484034380497,25.920873259913275,734.5421,981.53845,0.04029701043286301,0.04206310877668904,-0.33782958984375,0.28839111328125,0.14469140142140824,0.027389513945475553,-0.00897216796875,0.3897705078125,0.9967526406660423,0.0069313991212064646,0.78643798828125,1.12213134765625,-0.44580682991457893,1.7127589960211351,-67.94174194335938,45.30197143554688,2.701713328921331,1.4518532152259958,-31.125946044921875,64.00146484375,4.160275597944249,4.919000398431825,-189.40994262695312,177.58163452148438,1.0,0.0,1.0,1.0,1.0100920145738088,0.1212722997187739,1.0,4.0,1.005595716042793,0.11856684929604798,1.0,4.0,1.0031677148360447,0.082433917075788,1.0,4.0,1.01611705460537,0.18309422266327535,1.0,4.0,25.053362361049878,0.5816631779410797,24.17,26.13,,,,,,,,
12,1675773522.0522428,222.6569899002617,1675773135.8,1675773907.792,0.8224605672059412,0.41641016312408285,-0.32321113,1.8096318,1.244753933630291,0.34099829354587124,-0.34915772,2.2344098,1.0688316581994852,0.38393843353727103,-0.51279885,2.1462991,0.7078286825880885,0.4154649712173549,-0.94612586,1.7936099,0.47699470227590574,0.36752079865531456,-0.576516,1.575528,0.8808249992997792,0.3015159202344661,-0.46698838,1.6228333,0.7805265724826003,0.32410254091990603,-0.716733,1.5199049,0.45654708660628496,0.37874088359324654,-0.5564928,1.5553381,0.5082883714612586,0.3166015821776168,-0.42733195,1.2387861,0.830578002101393,0.24131156025445852,-0.26659203,1.3754994,0.7999152246873319,0.2688033134886737,-0.48626283,1.4385235,0.5346815304663738,0.2862696887906081,-0.44563296,1.2599773,0.8124337403251741,0.21977581328714316,0.0,1.4279368,0.8897197585195455,0.27539245283033376,-0.19376232,1.3359061,0.6851422565622151,0.25210930675209486,-0.42283627,1.1765195,0.8219027016768391,0.1995683584787945,0.0,1.3838542,0.4567643356191324,0.18357999980942216,-0.3120499,1.063378,0.6853951793166694,0.3648048521659554,-0.7491608,1.1470312,0.3527976319485552,0.2548124330459778,-0.9196122,0.83962065,0.4784789348632136,0.1784857660553489,-0.16223054,0.9501428,850.0293981101277,112.4594680720017,0.0,1650.0,841.7347966515854,180.68564164944019,0.0,1650.0,850.5481456707095,62.211211816556414,0.0,1650.0,848.4416131424265,103.60167233192227,0.0,1650.0,852.0040919074196,44.18732424557652,0.0,1648.7913,-0.19746272399471754,0.0571684489210759,-0.815185546875,1.79095458984375,0.14345211298446903,0.037037760022919045,-0.8240966796875,0.783203125,0.9766306524636869,0.023631332451073777,-0.0374755859375,1.66168212890625,-0.4939511724121357,3.7311770405044715,-102.9705810546875,58.954620361328125,2.551342902640415,4.877757300930609,-162.17941284179688,132.82546997070312,4.037474410953127,7.1802475226774245,-186.7108154296875,190.389404296875,0.9940410205442506,0.07696424610512781,0.0,1.0,1.2970910156598412,0.5540466142732487,1.0,4.0,1.54447998029247,0.7138558604801186,1.0,4.0,1.017813228679553,0.2304834062377527,1.0,4.0,1.2893226810735507,0.5446510157993132,1.0,4.0,69.43252439019211,0.455695999448684,68.63,70.2,,,,,,,,
13,1676638010.64834,339.10126344394513,1676637423.385,1676638598.017,0.8239911612315377,0.40371828439285384,-0.49878705,1.8537685,0.36068577185271056,0.45514693931935846,-1.0882845,1.8607683,0.39008845313877916,0.41509983824764807,-0.9098603,1.4449533,0.8844275429943368,0.3969357253322667,-0.5004592,1.8061837,0.5504579534592778,0.30641201675477664,-0.52783406,1.5641938,0.16185403330287887,0.4282721117019913,-1.066233,1.4140108,0.1689196701685023,0.3967267008021793,-1.0013185,1.2790809,0.5966882611208277,0.33037752890728556,-0.40147805,1.5025553,0.7076643292579378,0.2756018337042195,-0.20406699,1.4698241,0.25917505189287376,0.3247652591667411,-0.6397944,1.4250704,0.2695070872324264,0.2850223993671159,-0.6100439,1.3503836,0.7418041958135834,0.2774888601277975,-0.25259215,1.6667953,0.39110027260620617,0.14828013972200835,-0.10033637,1.0315204,-0.05410429984791693,0.13300059690380694,-0.527201,0.46878082,0.031615699686061524,0.1354890833181314,-0.42622635,0.745939,0.2722139690628752,0.16557209034916417,-0.27104253,1.1272831,-0.014883949622606786,0.1332299511205582,-0.6111456,0.46846774,-0.27737994914364356,0.1709518863436077,-0.79095495,0.67770636,-0.11252728703444678,0.1660481917062208,-0.7197071,0.8219024,-0.07706537378608366,0.1657585705673138,-0.7182726,1.0186344,847.6096093522503,50.233360809382035,0.0,1650.0,853.8321593482856,7.296226195852624,795.78754,943.2601,853.5893324110726,7.322962836329394,762.3443,929.5604,847.7900832853982,30.340124987716113,546.77655,1054.4689,852.7680296064782,25.759708557085585,728.9011,983.1502,-0.1032180147882032,0.024390212242038713,-0.2420654296875,0.00396728515625,0.08154222991089635,0.011984349732048604,0.00531005859375,0.22491455078125,0.9991570839796584,0.006566504101143346,0.9522705078125,1.05792236328125,-0.45884476487524767,0.8246420016099207,-15.98541259765625,15.888214111328123,2.6776742864973078,1.114745260099199,-13.719940185546877,13.032073974609377,4.16645833990987,1.2445210268827473,-24.39682006835937,27.43988037109375,1.0,0.0,1.0,1.0,1.0096818810511756,0.10053279372080975,1.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0091632088520055,0.09528520227966307,1.0,2.0,52.27017216570741,0.6194588553476367,51.27,53.38,,,,,,,,
14,1676809047.4739172,329.5808550436127,1676808476.745,1676809618.32,0.4711198142209378,0.33422087873563855,-0.4898117,2.0664546,0.18564238641971334,0.5028575004851396,-1.2024714,1.3650362,0.35816789560877016,0.5636383517690552,-1.1369911,1.5769677,0.48534701406599257,0.3509918584049292,-0.5452236,1.7296402,0.44320761832394606,0.29217556217838636,-0.35086745,1.4110689,-0.07489812811106845,0.35299543428114544,-1.0757798,0.85052764,0.1175784433650211,0.4182240049717811,-1.0320864,1.1563076,0.4334067593911223,0.3283754190070412,-0.5944941,1.4508202,0.738194770132063,0.20059108739559145,0.03368346,1.5153104,0.04975669950911725,0.2504722269474767,-0.7269973,1.4207779,0.22011582785748218,0.2714815447042703,-0.62556857,1.3490095,0.6866405436104331,0.21450242986678755,-0.045017853,1.4527143,0.3199291888486668,0.1665604788882659,-0.1270714,1.3598961,-0.46937738609876234,0.15866175644210362,-0.8538883,0.8965376,-0.21247434772134186,0.1298754202411603,-0.6947622,0.99655247,0.10460969976526768,0.16226095023432274,-0.3817101,1.0149965,-0.07500332400483319,0.3000452687466182,-0.67488664,1.4871564,-0.8019040977555305,0.22861084978233254,-1.3545185,0.70151186,-0.48390906191288846,0.15582965742150426,-1.0252601,0.59636945,-0.20192721989518173,0.26321373969970313,-0.79121196,1.0905418,854.9495679889707,16.46323687563963,689.41394,1019.81683,853.7045116193192,5.664397901189632,786.52014,981.13556,853.6502187053937,8.004655497123101,701.50183,1198.7179,848.3402469169322,11.037388976548517,702.71063,1028.6813,850.8954047979041,25.81754625283406,734.94507,992.01465,-0.18683017732431306,0.026779310590622402,-0.37353515625,-0.03759765625,0.1753282023619025,0.016098665856667152,-0.05780029296875,0.2659912109375,0.9752656380825521,0.008236983134599023,0.85418701171875,1.19879150390625,-0.4763071199279318,0.9943877789531017,-49.21234130859375,25.637969970703125,2.6480756268258694,0.8065932286619044,-14.931182861328123,19.806060791015625,4.161366827386571,0.8887434678429889,-20.86029052734375,23.14071655273437,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,38.69097508629273,0.9999077284351408,36.86,40.33,,,,,,,,
15,1679398632.536413,187.89682443984233,1679398307.2159998,1679398957.951,0.917080298133651,0.40275154623877835,-0.49876374,1.923503,0.2683555956415721,0.5856930714967751,-1.2431633,2.1704817,0.989774714844236,0.41250189419458894,-0.72078234,1.8376801,0.8791252226633135,0.41872455844152356,-0.2895834,1.9822341,0.710259234403146,0.34718194415055703,-0.3511753,1.5934081,0.034873628318464876,0.48412706754678475,-0.9629729,1.481306,0.6035077693532596,0.3638370332503985,-0.9042475,1.4705603,0.7185086609857324,0.3390994365045415,-0.25539201,1.4848379,0.964804286448123,0.2873626505599443,-0.15424053,1.5834204,0.17135685359658534,0.29400718714903534,-0.59453034,1.141732,0.6078655192090401,0.25684859092968587,-0.43276817,1.2543635,1.0536402053765206,0.2414463105638106,0.09453416,1.6274949,0.5333331635322714,0.16502695203659876,-0.04689651,1.2906247,-0.04658154318442738,0.1403220356929583,-0.4566864,0.5102139,-0.09150354634569526,0.13542422286737937,-0.48443225,0.7292117,0.8793050124306372,0.10242128719581209,0.4808644,1.2094938,0.18417007114318656,0.1676717509049558,-0.3985966,1.135151,-0.28037289857421477,0.17448799198280254,-0.8384209,0.36274406,-0.48797923418859596,0.16155118236294277,-0.8994896,0.56048214,0.6842973376432933,0.09313744406595026,0.33758077,1.1578853,852.6866311799639,24.35211517080779,562.49084,973.8828,854.7334135713077,30.96368544690795,0.0,1650.0,854.1866194007116,21.50497579210567,0.8058608,1650.0,851.0357839327434,28.226145098874984,533.47986,989.19415,851.5475506362825,25.776106688356105,726.8865,981.53845,-0.01313231526164784,0.045834306669371216,-0.27734375,0.177490234375,0.1593774397966747,0.025541368198081497,-0.100341796875,0.31787109375,0.9951810603006174,0.005416598773772656,0.87933349609375,1.09136962890625,-0.5088438384357181,1.8261463585780473,-44.075775146484375,60.764007568359375,2.6332886206629835,2.786979973516327,-61.51168823242188,38.30368041992188,4.2158251621134735,2.348614173987877,-33.36151123046875,56.9732666015625,1.0,0.0,1.0,1.0,1.0076446520148363,0.08709907858071954,1.0,2.0,1.0018721596771027,0.06838799418268776,1.0,4.0,1.0,0.0,1.0,1.0,1.0076446520148363,0.08709907858071954,1.0,2.0,41.14420823246989,2.6968427563244908,36.78,46.31,,,,,,,,
16,1677840702.934684,212.1190453778068,1677840335.6369998,1677841070.346,0.8191381631405795,0.3258271209321413,-0.27760646,1.8321849,0.808513719927176,0.35942149147314306,-0.5365329,1.7849264,1.1227726717455457,0.376623731466722,-0.42694777,2.2487,0.9756058858181396,0.3948810117462386,-0.63586783,1.4808993,0.7042644626435558,0.29302325336422674,-0.39880213,1.5531348,0.5337986189399214,0.3539702412767729,-0.56463826,1.7023765,0.7395571834220265,0.3421847343097751,-0.6876232,1.4775836,0.9617232757517701,0.3200454744943741,-0.57580537,1.3009313,1.0399785012083824,0.2880089912700589,-0.08935145,1.6541767,0.6693174450404163,0.29753346750450715,-0.46253783,1.4457897,0.7792881197919103,0.26772284075263353,-0.45826405,1.3219116,0.999054657880778,0.17676561185476936,0.33900955,1.4576232,0.3320803430645643,0.12923959138038507,-0.1323516,0.8962308,0.06939456154632472,0.118088394400953,-0.4164215,0.41191602,0.11854743006872341,0.14675520705366008,-0.47695014,0.45496026,1.065974032392824,0.23566559809274906,0.04667446,1.6375961,-0.21576390702331752,0.1550270601908066,-0.7390038,0.4137769,-0.3229881014914048,0.13057383547312104,-0.8438704,0.06531048,-0.26797512091967807,0.15643276834494294,-1.0035388,0.15014495,0.8901509885242379,0.3129526198805895,-0.15343224,1.4575186,852.812492981846,26.97026995162319,620.9158,991.6117,853.5310188838808,11.569150671839216,658.7912,1007.326,853.1826388481257,13.70236079884775,742.1978,997.6557,851.5765304094888,107.77207037974918,439.19415,1602.0513,851.0667537897674,26.033646351903677,727.28937,961.79486,0.05860941749690849,0.0340777001533212,-0.1884765625,0.4268798828125,0.06385513344847771,0.03284041132473433,-0.30438232421875,0.499267578125,1.0020513117538725,0.007939523348888733,0.822998046875,1.1361083984375,-0.4332238181068142,2.9070572760543865,-53.66851806640625,66.46133422851562,2.5668390131054526,2.307109425269309,-29.510955810546875,46.49078369140625,4.182824515031079,3.9433675260487293,-91.74789428710938,97.48260498046876,1.0,0.0,1.0,1.0,1.0105036022540836,0.10194764798451317,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.7499420429417218,0.4350500324347936,1.0,4.0,41.61050195270704,0.6199211952787276,40.53,42.69,,,,,,,,
17,1676289503.5355897,279.3919434571801,1676289019.72,1676289987.422,0.8981642828277495,0.4642027713026726,-0.28324646,2.9822917,1.0156759692483885,0.4929980315272899,-0.6572687,2.981963,0.6148749663577292,0.45731480158133453,-0.6963302,3.0251844,0.9672123978525289,0.4651247503536406,-0.28935286,3.3684993,0.5542290191622453,0.3987348886306667,-0.50517905,2.0292878,0.6072854866215323,0.42897373045186427,-0.94897074,2.0321,0.21265331729741394,0.3765474790243624,-0.8722323,2.1062717,0.5902435718021274,0.3872623701541978,-0.46380615,2.410672,0.699081300092086,0.34673904832726204,-0.21079628,2.47808,0.638253376776592,0.3608997285949025,-0.69313294,2.4775705,0.2449137322814758,0.31680550996036094,-0.63959205,2.4750237,0.6871878597994454,0.37005571689465966,-0.6070015,2.8261645,0.4505521233366635,0.1732568591399461,-0.14447437,1.5728259,-0.03430103050010799,0.2147139116470443,-0.63326097,1.5627545,-0.3694534173044218,0.21375154042511477,-0.8419578,1.5977807,0.3864993374288328,0.19386519320355353,-0.2133072,1.9187076,0.13067519278324283,0.21357573676404337,-0.3875191,1.3099594,-0.5648371322390703,0.3128378467554071,-1.1403608,1.152558,-0.8055828954581156,0.26609241014022855,-1.2562948,1.0276841,0.0784408215466755,0.23833947989993148,-0.5137709,1.3184397,854.1497816804956,24.834969568350477,589.0842,1570.2197,853.4290419335249,14.084031383113109,0.0,1645.9707,853.1999706578899,15.931329944422783,4.029304,1650.0,852.4894217740556,37.196451931260185,0.0,1650.0,851.8454875603138,25.831271326802717,736.1539,973.47986,-0.2854137123032556,0.05160987720681782,-0.5045166015625,0.1578369140625,0.04263719385397962,0.04615911432408722,-0.12933349609375,0.34979248046875,0.9620725529334571,0.01713010624337998,0.65582275390625,1.36370849609375,-0.40914917291746045,1.8518028824572654,-98.68637084960938,39.43267822265625,2.555359005302614,2.264483694258776,-34.1839599609375,78.61862182617188,4.107725827652734,2.487662236616194,-57.115325927734375,44.54681396484375,1.0,0.0,1.0,1.0,1.0086887942647864,0.0928080183682693,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0091085100765642,0.10141364488016989,1.0,4.0,49.852858603158694,0.5067100178363209,48.89,50.66,,,,,,,,
18,1677069463.370649,339.84705272925925,1677068874.8,1677070051.929,0.7863344806367154,0.4939408421583962,-0.6270634,2.0002172,1.259729822239612,0.40254652030415655,-0.10919671,2.390289,0.6184539091820462,0.4888685662917065,-0.7520537,2.3947198,0.8178455916112433,0.4788572731636488,-0.5517283,2.0497038,0.5158400836599861,0.45023731485456325,-0.7594483,1.6962175,0.8723814198142761,0.3660498745589153,-0.49832642,1.6844414,0.3268348675179521,0.45130360493761756,-0.82492375,1.6784095,0.5405493269526139,0.4515084729796921,-0.8928267,1.7005292,0.6490423520044863,0.40083636787695825,-0.59638906,1.512176,0.8494964688530204,0.29480353559588823,-0.13103788,1.427498,0.4289010440371279,0.3284081580864587,-0.72122717,1.41861,0.7077188083774997,0.39229562490825487,-0.4035682,1.5246753,0.3808271820055161,0.21590754377477112,-0.34423894,1.0961211,0.34297676469742344,0.158569165932218,-0.117265806,0.9627624,0.2689368697516972,0.21839019362326406,-0.4613604,0.90112793,0.44474058207495176,0.20976694936442372,-0.21361426,1.2090937,0.10998865588104816,0.1927293948156076,-0.76584285,0.8386224,-0.08265094245002044,0.1963990547171016,-0.56868565,0.88601345,0.013597649589716099,0.2806698021507454,-1.0570408,1.0199382,0.18930374976129014,0.18588206881821032,-0.65831506,0.8858609,854.1509298005642,34.10639322461056,479.8901,1158.8279,854.3759026903945,47.526341754429474,0.0,1650.0,853.7609810885061,17.895820675479285,641.4652,1469.0842,850.7934732297894,34.01121904591206,455.31134,1195.0916,853.4556824924863,25.772872039205126,732.52747,967.4359,0.051269529721420605,0.10468890022226929,-0.6390380859375,0.36334228515625,0.16242608408263887,0.1382007801541251,-0.35650634765625,0.52947998046875,0.9788043717797383,0.026584316330619858,0.7503662109375,1.04559326171875,-0.5043627926766215,3.5035627682797323,-41.6607666015625,53.5638427734375,2.481858370914239,2.9106137992053758,-43.126220703125,48.150634765625,4.167194843923837,3.3840218395187294,-44.539337158203125,47.470245361328125,1.0,0.0,1.0,1.0,1.03355650538173,0.1800848593653141,1.0,2.0,1.0104378847074276,0.17018206138758082,1.0,4.0,1.0,0.0,1.0,1.0,1.03355650538173,0.1800848593653141,1.0,2.0,70.02512858828376,0.6602575911318687,68.86,71.17,,,,,,,,
